age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,pdays_contacted_before,pdays_clean,score
36,blue-collar,single,basic.6y,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,yes,0,-1,0.89
35,services,married,basic.6y,no,no,no,cellular,may,mon,2,3,2,success,-1.8,92.893,-46.2,1.354,5099.1,yes,1,3,0.89
35,technician,single,professional.course,no,yes,no,cellular,jun,tue,1,6,2,success,-1.7,94.055,-39.8,0.713,4991.6,yes,1,6,0.89
28,admin.,married,high.school,no,yes,no,cellular,nov,tue,5,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes,0,-1,0.89
61,retired,married,basic.4y,no,yes,no,cellular,aug,fri,1,15,1,success,-2.9,92.201,-31.4,0.849,5076.2,yes,1,15,0.89
52,admin.,married,university.degree,no,no,yes,telephone,apr,thu,3,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,yes,0,-1,0.89
29,technician,married,high.school,no,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes,0,-1,0.89
35,technician,married,professional.course,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,yes,0,-1,0.89
28,admin.,married,high.school,no,no,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,93.876,-40.0,0.697,5008.7,yes,0,-1,0.89
52,self-employed,married,university.degree,no,yes,no,cellular,jun,mon,1,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes,1,3,0.8898097182317657
32,admin.,married,university.degree,no,no,no,cellular,jun,tue,1,4,1,success,-2.9,92.963,-40.8,1.262,5076.2,yes,1,4,0.8894983726873593
46,technician,married,professional.course,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,0,-1,0.8886086734598172
21,student,single,high.school,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,yes,0,-1,0.8884359113511056
46,admin.,married,high.school,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,-1.7,94.215,-40.3,0.797,4991.6,yes,0,-1,0.8875
29,technician,married,high.school,no,no,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes,0,-1,0.8875
35,technician,divorced,basic.4y,no,yes,no,cellular,nov,tue,1,9,4,success,-1.1,94.767,-50.8,1.035,4963.6,yes,1,9,0.8875
41,admin.,divorced,high.school,no,yes,no,cellular,aug,fri,1,4,3,failure,-1.7,94.027,-38.3,0.905,4991.6,yes,1,4,0.8875
29,admin.,single,high.school,no,no,no,telephone,oct,thu,2,6,1,success,-1.1,94.601,-49.5,1.025,4963.6,yes,1,6,0.8875
21,student,single,high.school,no,no,no,cellular,oct,tue,2,999,0,nonexistent,-1.1,94.601,-49.5,1.037,4963.6,yes,0,-1,0.8875
55,admin.,divorced,high.school,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes,0,-1,0.8875
53,admin.,married,university.degree,no,yes,yes,telephone,dec,mon,1,6,2,success,-3.0,92.713,-33.0,0.706,5023.5,yes,1,6,0.8875
26,technician,single,professional.course,no,yes,no,cellular,sep,fri,1,3,3,success,-1.1,94.199,-37.5,0.879,4963.6,yes,1,3,0.8875
33,services,single,high.school,no,yes,no,cellular,oct,mon,1,6,1,success,-1.1,94.601,-49.5,1.032,4963.6,yes,1,6,0.8875
28,technician,single,professional.course,no,yes,no,cellular,aug,thu,2,3,1,success,-2.9,92.201,-31.4,0.851,5076.2,yes,1,3,0.8875
34,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,0,-1,0.8875
22,services,single,professional.course,no,yes,yes,cellular,sep,tue,1,3,2,success,-3.4,92.379,-29.8,0.755,5017.5,yes,1,3,0.8875
59,admin.,married,unknown,no,yes,yes,cellular,sep,mon,3,3,1,success,-3.4,92.379,-29.8,0.797,5017.5,yes,1,3,0.8875
37,technician,single,professional.course,no,yes,no,cellular,nov,wed,1,6,4,success,-1.1,94.767,-50.8,1.044,4963.6,yes,1,6,0.8875
25,student,single,high.school,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes,0,-1,0.8872168471399436
25,student,single,high.school,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes,0,-1,0.8872168471399436
59,retired,married,university.degree,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes,0,-1,0.8869980779311549
50,admin.,married,university.degree,no,no,no,cellular,jun,mon,1,3,1,success,-2.9,92.963,-40.8,1.215,5076.2,yes,1,3,0.8869326017286587
59,retired,divorced,basic.4y,no,yes,yes,cellular,jul,mon,1,6,1,success,-1.7,94.215,-40.3,0.827,4991.6,yes,1,6,0.8868017466213547
70,retired,married,basic.4y,no,no,no,cellular,apr,wed,2,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,yes,0,-1,0.8858735508601492
37,technician,married,professional.course,no,no,no,cellular,apr,thu,1,18,1,success,-1.8,93.749,-34.6,0.659,5008.7,yes,1,18,0.885
41,admin.,single,high.school,no,yes,no,cellular,aug,mon,1,6,1,success,-2.9,92.201,-31.4,0.861,5076.2,yes,1,6,0.885
64,retired,married,university.degree,no,no,no,cellular,apr,tue,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.885
34,admin.,single,university.degree,no,no,no,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,yes,0,-1,0.885
31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-1.1,94.767,-50.8,1.041,4963.6,yes,0,-1,0.885
34,blue-collar,divorced,high.school,no,yes,no,telephone,oct,thu,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,yes,0,-1,0.885
38,technician,single,professional.course,no,yes,no,cellular,sep,thu,3,22,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes,1,22,0.885
51,technician,married,university.degree,no,yes,no,cellular,jun,tue,1,10,1,success,-1.7,94.055,-39.8,0.702,4991.6,yes,1,10,0.885
31,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,3,1,success,-2.9,92.201,-31.4,0.829,5076.2,yes,1,3,0.885
29,admin.,single,high.school,no,no,no,cellular,jul,tue,2,3,3,success,-1.7,94.215,-40.3,0.835,4991.6,yes,1,3,0.885
42,management,married,university.degree,no,no,no,telephone,oct,tue,1,3,1,success,-3.4,92.431,-26.9,0.728,5017.5,yes,1,3,0.885
29,services,single,unknown,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,yes,0,-1,0.885
19,student,single,unknown,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.885
36,technician,married,high.school,no,no,no,telephone,oct,wed,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,yes,0,-1,0.885
28,management,single,university.degree,no,yes,no,cellular,jun,thu,1,22,1,success,-1.7,94.055,-39.8,0.729,4991.6,yes,1,22,0.885
48,admin.,divorced,high.school,no,no,no,cellular,jun,wed,1,6,1,success,-1.7,94.055,-39.8,0.704,4991.6,yes,1,6,0.8847178182965912
29,admin.,single,university.degree,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,0,-1,0.8835224286596858
54,retired,married,basic.4y,no,no,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,0,-1,0.8833973822069283
88,retired,divorced,basic.4y,no,yes,no,cellular,mar,wed,3,999,0,nonexistent,-1.8,92.843,-50.0,1.663,5099.1,yes,0,-1,0.8828446705157657
56,unemployed,divorced,basic.4y,no,no,yes,cellular,oct,fri,2,5,3,success,-1.1,94.601,-49.5,0.972,4963.6,yes,1,5,0.8825
33,admin.,married,university.degree,no,yes,no,cellular,nov,fri,1,12,1,success,-1.1,94.767,-50.8,1.049,4963.6,yes,1,12,0.8825
18,student,single,unknown,no,no,no,cellular,sep,thu,1,3,1,success,-3.4,92.379,-29.8,0.809,5017.5,yes,1,3,0.8825
30,technician,married,university.degree,no,yes,yes,cellular,jul,mon,4,999,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,yes,0,-1,0.8825
18,student,single,unknown,no,yes,no,cellular,may,tue,1,6,1,success,-1.8,93.876,-40.0,0.668,5008.7,yes,1,6,0.8825
34,technician,single,professional.course,no,yes,no,cellular,aug,tue,2,12,1,success,-2.9,92.201,-31.4,0.883,5076.2,yes,1,12,0.8825
20,student,single,basic.4y,no,yes,yes,cellular,apr,tue,4,6,1,success,-1.8,93.749,-34.6,0.644,5008.7,yes,1,6,0.8825
30,student,single,professional.course,no,yes,no,cellular,sep,tue,2,6,1,success,-1.1,94.199,-37.5,0.88,4963.6,yes,1,6,0.8825
19,student,single,basic.6y,no,yes,yes,cellular,sep,thu,5,13,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes,1,13,0.8825
26,blue-collar,single,high.school,no,yes,no,telephone,nov,fri,2,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes,1,3,0.8825
33,admin.,married,high.school,no,no,no,cellular,aug,fri,3,15,1,success,-2.9,92.201,-31.4,0.825,5076.2,yes,1,15,0.8825
72,retired,married,basic.4y,no,no,yes,cellular,jul,fri,4,8,1,success,-1.7,94.215,-40.3,0.822,4991.6,yes,1,8,0.8825
72,retired,divorced,basic.6y,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes,0,-1,0.8825
25,services,single,unknown,no,yes,no,cellular,jun,tue,2,3,3,success,-1.7,94.055,-39.8,0.702,4991.6,yes,1,3,0.8825
31,admin.,single,high.school,no,no,no,cellular,apr,thu,1,5,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes,1,5,0.8825
35,admin.,single,professional.course,no,yes,no,cellular,nov,fri,3,999,0,nonexistent,-1.1,94.767,-50.8,1.04,4963.6,yes,0,-1,0.8825
62,blue-collar,married,high.school,no,yes,no,cellular,jun,mon,4,4,3,success,-1.7,94.055,-39.8,0.754,4991.6,yes,1,4,0.8825
41,technician,married,professional.course,no,no,no,cellular,oct,wed,2,27,1,success,-1.1,94.601,-49.5,0.959,4963.6,yes,1,27,0.8825
53,admin.,married,university.degree,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes,0,-1,0.8825
78,retired,divorced,unknown,no,no,no,cellular,jun,thu,1,999,0,nonexistent,-1.7,94.055,-39.8,0.729,4991.6,yes,0,-1,0.8825
35,technician,divorced,basic.4y,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-1.1,94.767,-50.8,1.035,4963.6,yes,0,-1,0.8817318878651552
32,technician,married,professional.course,no,yes,no,cellular,oct,wed,2,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,yes,0,-1,0.881479876753398
51,admin.,married,university.degree,no,yes,yes,cellular,oct,thu,3,3,1,success,-1.1,94.601,-49.5,0.965,4963.6,yes,1,3,0.8814281541487746
25,admin.,single,high.school,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.8802526467840854
33,services,single,university.degree,no,yes,no,cellular,oct,mon,2,3,2,success,-1.1,94.601,-49.5,0.977,4963.6,yes,1,3,0.88
35,admin.,single,university.degree,no,yes,no,cellular,jun,mon,1,14,1,success,-1.7,94.055,-39.8,0.72,4991.6,yes,1,14,0.88
33,management,married,university.degree,no,no,no,telephone,aug,thu,1,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,yes,1,6,0.88
35,unemployed,married,professional.course,no,yes,no,cellular,dec,mon,1,6,1,success,-3.0,92.713,-33.0,0.706,5023.5,yes,1,6,0.88
70,retired,married,basic.4y,no,no,no,cellular,sep,tue,1,3,2,success,-3.4,92.379,-29.8,0.77,5017.5,yes,1,3,0.88
30,student,single,unknown,no,no,no,cellular,mar,thu,1,14,1,success,-1.8,93.369,-34.8,0.635,5008.7,yes,1,14,0.88
30,admin.,single,university.degree,no,no,no,cellular,aug,fri,6,6,3,success,-1.7,94.027,-38.3,0.898,4991.6,yes,1,6,0.88
47,management,married,university.degree,no,yes,no,cellular,sep,mon,1,3,2,success,-3.4,92.379,-29.8,0.771,5017.5,yes,1,3,0.88
65,unknown,married,unknown,no,yes,no,cellular,jun,thu,2,4,2,success,-1.7,94.055,-39.8,0.729,4991.6,yes,1,4,0.88
25,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes,0,-1,0.88
27,admin.,single,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,yes,0,-1,0.88
43,management,married,unknown,no,yes,no,telephone,dec,mon,2,8,1,success,-3.0,92.713,-33.0,0.709,5023.5,yes,1,8,0.88
33,admin.,single,university.degree,no,yes,no,telephone,oct,thu,3,6,2,success,-3.4,92.431,-26.9,0.74,5017.5,yes,1,6,0.88
36,management,married,university.degree,no,no,yes,cellular,nov,wed,3,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,yes,1,3,0.88
21,student,single,basic.9y,no,unknown,unknown,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.77,5017.5,yes,0,-1,0.88
72,retired,divorced,basic.6y,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes,0,-1,0.8796321414372911
30,admin.,married,university.degree,no,no,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes,0,-1,0.8795733371344754
44,self-employed,married,university.degree,no,no,no,cellular,jun,tue,2,3,1,success,-2.9,92.963,-40.8,1.286,5076.2,yes,1,3,0.8791367842077439
26,student,single,basic.9y,no,yes,no,cellular,mar,mon,4,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,yes,0,-1,0.87813173304021
40,management,married,university.degree,no,yes,no,cellular,jul,thu,4,999,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,yes,0,-1,0.8775
30,student,single,unknown,no,no,no,cellular,dec,wed,1,4,2,success,-3.0,92.713,-33.0,0.715,5023.5,yes,1,4,0.8775
29,technician,single,basic.9y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,yes,0,-1,0.8775
30,admin.,single,university.degree,no,no,no,cellular,jul,thu,1,6,2,success,-1.7,94.215,-40.3,0.846,4991.6,yes,1,6,0.8775
78,retired,divorced,unknown,no,no,no,cellular,jun,thu,4,999,0,nonexistent,-1.7,94.055,-39.8,0.729,4991.6,yes,0,-1,0.8775
50,technician,married,university.degree,no,yes,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,yes,0,-1,0.8775
22,student,single,high.school,no,yes,yes,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes,0,-1,0.8775
29,admin.,single,high.school,no,yes,no,cellular,sep,tue,2,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,yes,1,3,0.8775
27,services,single,high.school,no,no,no,cellular,jul,fri,3,999,0,nonexistent,-1.7,94.215,-40.3,0.79,4991.6,yes,0,-1,0.8775
25,blue-collar,single,professional.course,no,yes,no,cellular,jun,tue,2,3,1,success,-2.9,92.963,-40.8,1.262,5076.2,yes,1,3,0.8775
27,admin.,single,unknown,no,yes,no,cellular,mar,mon,3,6,2,success,-1.8,93.369,-34.8,0.639,5008.7,yes,1,6,0.8775
30,management,married,university.degree,no,no,yes,cellular,oct,wed,1,6,1,success,-1.1,94.601,-49.5,1.043,4963.6,yes,1,6,0.8775
56,unemployed,divorced,basic.4y,no,no,no,cellular,mar,wed,1,999,0,nonexistent,-1.8,93.369,-34.8,0.634,5008.7,yes,0,-1,0.8775
31,services,married,high.school,no,no,no,telephone,nov,fri,2,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes,1,3,0.8775
30,admin.,married,university.degree,no,no,no,cellular,jul,fri,2,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,yes,0,-1,0.8758465579007492
27,services,single,university.degree,no,no,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,93.369,-34.8,0.649,5008.7,yes,0,-1,0.8755795767364419
31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-1.1,94.767,-50.8,1.031,4963.6,yes,0,-1,0.875
32,admin.,single,university.degree,no,no,no,cellular,jun,tue,1,12,2,success,-1.7,94.055,-39.8,0.737,4991.6,yes,1,12,0.875
24,services,single,high.school,no,yes,no,cellular,jul,thu,2,9,2,failure,-1.7,94.215,-40.3,0.884,4991.6,yes,1,9,0.875
76,unknown,married,unknown,no,no,no,telephone,jul,thu,3,999,0,nonexistent,-1.7,94.215,-40.3,0.899,4991.6,yes,0,-1,0.875
23,student,single,high.school,no,yes,no,cellular,jul,tue,2,13,1,success,-2.9,92.469,-33.6,1.044,5076.2,yes,1,13,0.875
24,technician,married,university.degree,no,yes,yes,cellular,sep,tue,2,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,yes,1,3,0.875
32,admin.,married,high.school,no,no,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,yes,0,-1,0.875
35,technician,married,professional.course,no,no,no,cellular,apr,thu,2,5,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes,1,5,0.875
28,unemployed,married,high.school,no,no,no,telephone,mar,fri,4,6,1,success,-1.8,93.369,-34.8,0.653,5008.7,yes,1,6,0.875
78,retired,divorced,basic.4y,no,yes,no,cellular,nov,fri,2,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes,1,3,0.875
33,blue-collar,single,professional.course,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,0,-1,0.875
27,services,single,university.degree,no,yes,no,cellular,mar,mon,1,6,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes,1,6,0.875
61,retired,married,high.school,no,yes,no,cellular,sep,wed,1,3,1,success,-3.4,92.379,-29.8,0.753,5017.5,yes,1,3,0.875
55,retired,married,basic.4y,no,yes,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,0,-1,0.8748524798806983
26,student,single,basic.9y,no,yes,no,cellular,mar,mon,3,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,yes,0,-1,0.8743229691735237
29,admin.,single,university.degree,no,yes,yes,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,0,-1,0.8739230046789381
29,admin.,single,high.school,no,no,no,cellular,jul,fri,1,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,yes,0,-1,0.8725
50,technician,single,university.degree,no,yes,no,telephone,apr,fri,1,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,yes,0,-1,0.8725
53,blue-collar,married,basic.6y,no,yes,no,cellular,jun,thu,2,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes,1,3,0.8725
37,admin.,married,university.degree,no,no,no,cellular,nov,mon,2,6,1,success,-1.1,94.767,-50.8,1.05,4963.6,yes,1,6,0.8725
26,technician,single,university.degree,no,yes,no,cellular,sep,fri,3,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,yes,0,-1,0.8725
55,services,married,basic.9y,no,yes,no,cellular,dec,wed,1,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,yes,1,6,0.8725
28,self-employed,single,university.degree,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,yes,0,-1,0.8725
59,admin.,divorced,university.degree,no,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,yes,0,-1,0.8725
62,technician,married,unknown,no,no,no,cellular,jul,mon,2,999,2,failure,-1.7,94.215,-40.3,0.827,4991.6,yes,0,-1,0.8725
29,admin.,single,high.school,no,yes,yes,cellular,mar,mon,1,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,yes,0,-1,0.8725
51,admin.,married,university.degree,no,yes,no,cellular,jun,mon,3,10,3,success,-1.7,94.055,-39.8,0.754,4991.6,yes,1,10,0.8725
41,technician,divorced,professional.course,no,unknown,unknown,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,0,-1,0.8725
21,student,single,high.school,no,yes,no,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes,0,-1,0.8725
45,technician,divorced,high.school,no,yes,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,yes,0,-1,0.8725
24,technician,married,professional.course,no,no,no,cellular,jul,fri,4,26,1,success,-1.7,94.215,-40.3,0.885,4991.6,yes,1,26,0.8725
28,management,single,university.degree,no,no,no,cellular,oct,fri,1,999,1,failure,-3.4,92.431,-26.9,0.739,5017.5,yes,0,-1,0.8725
32,admin.,single,university.degree,no,yes,no,cellular,jul,wed,5,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,yes,0,-1,0.8725
60,admin.,married,basic.9y,no,no,no,cellular,jul,thu,2,25,2,failure,-1.7,94.215,-40.3,0.884,4991.6,yes,1,25,0.8725
25,admin.,single,university.degree,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes,0,-1,0.8724373668162829
25,admin.,single,high.school,no,no,no,cellular,jul,thu,2,999,0,nonexistent,-1.7,94.215,-40.3,0.81,4991.6,yes,0,-1,0.8723483209723939
47,housemaid,single,professional.course,no,yes,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.8722218243177625
54,retired,married,basic.4y,no,no,yes,cellular,oct,thu,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,0,-1,0.8719802680241918
60,admin.,married,university.degree,no,yes,no,cellular,jun,mon,3,3,1,success,-2.9,92.963,-40.8,1.266,5076.2,yes,1,3,0.8719429809653297
56,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.8710830155338044
64,retired,married,high.school,no,no,no,cellular,nov,mon,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes,1,3,0.87
37,student,divorced,university.degree,no,yes,yes,cellular,may,thu,2,999,0,nonexistent,-1.8,93.876,-40.0,0.699,5008.7,yes,0,-1,0.87
82,retired,divorced,basic.4y,no,no,no,cellular,apr,mon,1,6,2,success,-1.8,93.749,-34.6,0.643,5008.7,yes,1,6,0.87
62,retired,married,high.school,no,no,no,cellular,jul,tue,2,999,0,nonexistent,-1.7,94.215,-40.3,0.876,4991.6,yes,0,-1,0.87
32,admin.,single,university.degree,no,yes,no,cellular,sep,thu,2,10,3,success,-1.1,94.199,-37.5,0.884,4963.6,yes,1,10,0.87
22,services,single,professional.course,no,no,no,cellular,jul,tue,1,999,1,failure,-1.7,94.215,-40.3,0.835,4991.6,yes,0,-1,0.87
59,admin.,divorced,basic.4y,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,93.876,-40.0,0.682,5008.7,yes,0,-1,0.87
35,technician,married,university.degree,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,-1.7,94.027,-38.3,0.9,4991.6,yes,0,-1,0.87
34,unemployed,single,high.school,no,yes,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes,0,-1,0.87
34,unemployed,single,high.school,no,yes,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes,0,-1,0.87
63,retired,married,unknown,no,yes,no,cellular,apr,thu,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes,0,-1,0.87
38,housemaid,single,high.school,no,yes,no,cellular,mar,fri,1,10,1,success,-1.8,93.369,-34.8,0.649,5008.7,yes,1,10,0.87
83,retired,married,high.school,no,no,no,cellular,dec,thu,1,4,3,success,-3.0,92.713,-33.0,0.72,5023.5,yes,1,4,0.87
41,services,single,university.degree,no,yes,no,cellular,aug,fri,1,4,2,success,-2.9,92.201,-31.4,0.881,5076.2,yes,1,4,0.87
43,self-employed,married,high.school,no,yes,no,telephone,oct,wed,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,yes,0,-1,0.87
21,student,single,high.school,no,yes,no,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,yes,0,-1,0.87
72,retired,married,high.school,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes,0,-1,0.8697240701175101
23,admin.,single,university.degree,no,no,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.8697183645722055
31,admin.,married,university.degree,no,yes,no,cellular,mar,tue,3,999,0,nonexistent,-1.8,92.843,-50.0,1.556,5099.1,yes,0,-1,0.8695672587537896
42,management,single,university.degree,no,no,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.743,5017.5,yes,0,-1,0.8693671300837729
26,student,single,high.school,no,no,no,cellular,oct,fri,3,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,yes,0,-1,0.8692231990856523
23,student,single,basic.9y,no,yes,no,cellular,dec,tue,2,999,0,nonexistent,-3.0,92.713,-33.0,0.708,5023.5,yes,0,-1,0.8688064992385892
23,student,single,basic.9y,no,yes,no,cellular,dec,tue,2,999,0,nonexistent,-3.0,92.713,-33.0,0.708,5023.5,no,0,-1,0.8688064992385892
23,student,single,basic.9y,no,yes,no,cellular,dec,tue,2,999,0,nonexistent,-3.0,92.713,-33.0,0.708,5023.5,yes,0,-1,0.8688064992385892
51,services,married,basic.6y,no,no,no,cellular,apr,thu,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes,1,2,0.8678923657761554
33,blue-collar,married,basic.6y,no,yes,no,cellular,apr,wed,3,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,yes,0,-1,0.8675
33,student,married,professional.course,no,yes,no,cellular,aug,mon,3,3,4,success,-1.7,94.027,-38.3,0.896,4991.6,yes,1,3,0.8675
71,retired,married,basic.4y,no,yes,no,cellular,jul,thu,2,9,3,failure,-1.7,94.215,-40.3,0.899,4991.6,yes,1,9,0.8675
70,retired,married,professional.course,no,no,no,cellular,oct,thu,1,6,3,success,-1.1,94.601,-49.5,0.987,4963.6,yes,1,6,0.8675
22,student,single,basic.9y,no,no,no,cellular,oct,fri,2,6,1,success,-3.4,92.431,-26.9,0.73,5017.5,yes,1,6,0.8675
24,technician,single,professional.course,no,yes,no,cellular,jul,mon,3,13,1,success,-1.7,94.215,-40.3,0.889,4991.6,yes,1,13,0.8675
23,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,4,999,1,failure,-1.7,94.215,-40.3,0.846,4991.6,yes,0,-1,0.8675
45,admin.,single,high.school,no,yes,no,cellular,apr,thu,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes,1,2,0.8675
